koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
FALSE POSITIVE,1,0,0,0,3.381607,132.92656,0.088,7.627,440.6,117.25,6037,314164.85,16.6,1,3974,1.056,59.437,296.08136,47.275814,12.798
FALSE POSITIVE,1,0,1,1,322.50741,350.3646,0.912,20.688,349.5,2.11,257,1.03,13.7,1,5708,4.465,0.933,298.89359,40.437752,14.013
FALSE POSITIVE,1,0,0,0,373.8716,186.6688,0.246,16.78,382.7,2.19,279,1.44,10.3,2,5846,4.258,1.116,283.56866,40.865761,13.683
FALSE POSITIVE,1,0,0,0,171.046664,293.02637,0.387,2.438,731,32.31,827,110.64,9.8,1,4932,2.697,12.048,296.42337,40.892471,12.769
FALSE POSITIVE,0,1,0,0,0.799868354,131.997209,1.274,6.613,4928.8,34.7,1816,2581.61,251.4,1,5568,4.488,0.882,298.52679,40.858391,14.335
FALSE POSITIVE,1,0,0,0,345.7671,320.3812,0.391,15.38,212.7,2.5,336,3.02,12.3,4,5845,4.024,1.702,282.21188,47.577,11.153
FALSE POSITIVE,1,0,0,0,350.34114,184.81,0.01,16.97,1363.8,2.5,202,0.39,16.4,1,5188,4.642,0.69,291.75497,47.549332,15.901
FALSE POSITIVE,1,0,0,0,363.97165,198.9835,1.394,5.702,1966,40.48,231,0.68,8.5,3,5648,4.559,0.841,298.68832,47.513821,14.977
FALSE POSITIVE,1,0,0,0,395.23753,186.536,0.629,18.494,1298,3.17,225,0.61,13.4,4,5648,4.559,0.841,298.68832,47.513821,14.977
FALSE POSITIVE,1,0,0,0,385.97241,315.6247,0.444,12.167,162,1.72,325,2.65,10.8,1,6732,4.271,1.316,287.82239,47.690208,13.161
FALSE POSITIVE,1,0,0,0,89.667675,183.036,0.324,3.726,1415,78.77,1364,818.91,7,1,4742,2.099,21.291,299.40509,47.620991,12.393
FALSE POSITIVE,0,1,1,0,2.183517999,132.692938,1.214,4.2703,1321.6,4633.66,9791,2169685.72,147.7,1,3198,0.047,162.725,292.32391,39.299351,11.296
FALSE POSITIVE,0,0,1,0,9.4022333,134.8876,0.019,2.79,316,23.61,2309,6719.57,9.8,1,4597,2.42,13.874,293.27979,39.393318,10.59
FALSE POSITIVE,0,1,0,0,1.306220168,132.1122056,0.352,5.14519,481370,83.16,2095,4556.14,2019.4,1,6600,4.238,1.124,294.99365,39.64283,13.242
FALSE POSITIVE,0,1,0,0,25.70600117,156.644215,0.43,10.969,464960,67.11,579,26.55,2008.1,1,5642,4.498,0.903,297.98264,39.894081,13.592
CANDIDATE,0,0,0,0,25.0032023,140.90106,0.756,5.498,64.1,1.47,837,116.27,12.6,1,6148,4.055,1.685,286.70145,38.042191,12.55
FALSE POSITIVE,1,0,1,0,0.643703667,131.984908,0.036,0.801,172,1.48,2358,7305.66,40.3,1,6161,4.362,1.114,292.88342,38.074951,13.791
CANDIDATE,0,0,0,0,3.79437277,132.1265,0.05,2.289,83.2,1.36,1383,865.53,7.7,1,5455,4.025,1.507,290.32401,38.111111,14.816
FALSE POSITIVE,0,0,1,1,7.04716175,132.7504,0.856,2.693,150.8,1.1,817,105.1,9.4,1,5496,4.592,0.776,290.0831,38.398472,15.13
CANDIDATE,0,0,0,0,502.25648,162.5842,0.05,14.84,153.2,1.03,215,0.51,8.1,1,5637,4.46,0.833,290.89395,45.71664,13.339
FALSE POSITIVE,1,0,1,1,0.609668222,131.934,0.135,2.836,287.6,1.35,1805,2491.57,15.7,1,5296,4.576,0.815,293.76086,46.231201,16.678
FALSE POSITIVE,0,0,1,0,7.02932339,134.66434,0.098,2.853,81.6,0.92,974,212.66,8.7,1,5977,4.473,1.022,291.9935,46.516071,14.27
CONFIRMED,0,0,0,0,1.865114193,133.792344,0.785,0.4279,1124.8,0.66,455,10.1,56.9,2,3292,5.215,0.148,292.21906,44.61916,15.92
FALSE POSITIVE,0,0,1,1,2.99540439,132.78128,1.179,6.172,223.2,65.37,2195,5493.46,45.6,1,6106,3.633,3.09,299.12851,41.58754,13.173
FALSE POSITIVE,0,1,0,0,0.784031658,133.38391,0.102,0.7773,352.2,1.55,1705,1995.65,28.2,1,5435,4.578,0.824,294.13202,39.981979,15.479
CONFIRMED,0,0,0,0,31.0033072,143.29085,0.151,5.253,645.2,2.72,616,34.03,22.1,1,6090,4.447,1.071,291.26974,42.096039,15.898
CANDIDATE,0,0,0,0,19.18109525,141.37097,0.007,2.424,865.4,1.72,513,16.42,17.6,1,5214,4.673,0.587,301.08572,44.380192,15.73
FALSE POSITIVE,0,0,0,1,1.213742728,131.74123,0.627,3.596,31.7,1.18,2599,10804.6,20.3,1,6532,3.961,1.987,283.66428,47.40097,13.203
CANDIDATE,0,0,0,0,225.48805,224.2023,0.817,19.46,379.9,1.7,267,1.2,11.6,1,5663,4.579,0.782,288.27457,47.495781,15.306
FALSE POSITIVE,1,0,0,0,366.74866,308.3136,0.663,12.446,419.1,2.35,281,1.48,9.1,1,6136,4.368,1.087,291.46838,47.4674,15.216
FALSE POSITIVE,1,0,1,1,0.93374894,131.526,0.457,4.637,226.2,0.18,433,8.36,9.3,1,2661,5.283,0.116,292.11115,47.452293,13.81
FALSE POSITIVE,0,1,0,1,0.734548624,132.16826,0.747,2.207,58.6,0.84,2082,4454.22,25.1,1,6046,4.478,1.007,280.90179,47.526241,13.594
FALSE POSITIVE,1,0,0,0,317.99484,393.0306,0.405,7.28,719,2.22,241,0.79,8.4,1,5665,4.568,0.82,292.96835,40.954239,15.181
FALSE POSITIVE,1,0,0,0,614.39054,332.5045,0.11,9.312,289.1,2.43,269,1.24,10.2,1,6228,4.193,1.427,292.06931,41.042858,13.541
CANDIDATE,0,0,0,0,578.88761,219.2878,0.24,18.521,76.8,1.69,315,2.32,15.1,1,6180,3.946,1.917,295.08749,41.037395,11.402
FALSE POSITIVE,1,0,0,0,238.561202,273.2378,0.732,11.9,260.2,5.75,568,24.55,16.4,6,6565,3.573,3.308,297.44507,41.010571,12.995
CANDIDATE,0,0,0,0,218.771117,250.92469,0.95,3.201,140.1,250.2,1997,3757.91,8.4,1,3297,0.236,151.184,285.29388,41.1026,12.429
FALSE POSITIVE,1,0,0,0,370.2402,307.3322,1.239,31.46,1272.6,29.24,270,1.26,20.5,1,6296,4.481,0.966,291.29425,47.944511,15.59
FALSE POSITIVE,0,1,1,1,1.6749812,131.79288,0.382,2.707,94,79.51,8986,1540745.8,8.9,1,3940,0.76,84.461,293.57895,48.00602,11.709
FALSE POSITIVE,1,0,0,0,307.9473572,316.0192261,0.966,15,11296,76.66,492,13.83,16.5,7,4878,3.08,4.461,297.23099,48.223919,14.092
FALSE POSITIVE,1,0,0,0,277.25118,400.0395,0.932,8.742,1517.4,5.02,304,2.02,15.3,1,6046,4.357,1.048,284.74127,48.34367,12.349
FALSE POSITIVE,0,1,0,0,1.560158562,132.368518,0.712,3.4248,240160,45.91,1223,530.79,459.9,1,4926,4.548,0.749,286.65768,40.02726,13.871
FALSE POSITIVE,0,1,0,1,8.65311903,134.30128,0.701,1.273,206.8,0.85,493,13.95,8.9,1,3929,4.705,0.55,289.08875,40.018162,15.109
FALSE POSITIVE,0,0,1,1,1.288046428,132.00088,0.219,3.637,32.3,2.18,2945,17822.99,20.3,1,5216,3.287,3.871,291.05292,40.44767,12.479
FALSE POSITIVE,0,1,0,0,3.457078812,131.8058069,0.317,5.24058,315520,86.12,1603,1560.4,6009,1,6526,4.182,1.482,295.49411,40.406204,13.585
FALSE POSITIVE,1,0,1,0,0.776950288,132.0396,0.047,1.288,396,1.72,1882,2974.07,25.8,1,5861,4.546,0.865,292.67294,38.58997,15.832
FALSE POSITIVE,1,0,1,0,358.96247,295.9933,0.424,23.49,670.8,2.37,242,0.81,12.1,1,5743,4.527,0.904,291.19559,38.788078,15.389
FALSE POSITIVE,1,0,1,0,358.96844,295.8289,0.151,21.71,807.8,2.7,263,1.13,13.3,1,6117,4.496,0.947,291.2276,38.771351,15.36
CANDIDATE,0,0,0,0,8.4795266,138.1276,0.136,6.052,163.3,1.18,865,132.02,8,1,5841,4.52,0.931,290.81589,38.970921,15.994
CONFIRMED,0,0,0,0,7.76845639,138.06602,0.353,3.689,217.8,1.35,841,118.09,23.6,1,5447,4.481,0.917,293.30023,41.523338,14.8
FALSE POSITIVE,1,0,1,1,2.404556949,131.67616,0.97,7.4918,408.7,4.69,1958,3474.41,147.1,1,6426,4.013,1.775,293.21356,46.175129,13.474
FALSE POSITIVE,0,0,1,0,0.941603153,132.976171,0.93,1.1886,462.1,2.29,1608,1575.78,46.2,1,5237,4.481,0.837,293.06598,38.042011,14.834
CANDIDATE,0,0,0,0,7.16520428,132.96921,0.142,1.705,433.8,2.31,1034,270.34,17.6,1,6174,4.417,1.103,298.08453,40.283249,15.302
FALSE POSITIVE,0,0,1,0,22.32423657,134.44763,0.965,3.669,1299.3,4.56,611,32.87,29.9,1,5648,4.489,0.912,292.63052,45.574219,15.612
FALSE POSITIVE,1,0,0,0,375.408923,364.4869,0.529,11.438,87.3,4.48,858,128.15,15.3,1,11357,3.667,4.528,284.34103,47.55378,10.25
FALSE POSITIVE,0,0,0,1,2.17812769,132.02922,0.533,1.645,61.7,0.78,1421,963.16,10.4,1,6014,4.494,0.958,288.61859,47.557201,14.358
FALSE POSITIVE,1,0,1,1,0.93373895,132.4707,0.259,4.156,39.6,0.64,1993,3723.37,10.5,1,6223,4.459,1.006,292.13193,47.56374,15.194
FALSE POSITIVE,0,0,1,1,0.93373718,132.4634,0.29,2.582,18.9,0.48,2097,4570.22,8.4,1,6367,4.419,1.087,292.15488,47.562019,13.685
CANDIDATE,0,0,0,0,359.33831,152.5082,0.176,18.566,977.9,2.33,216,0.52,15.8,1,5316,4.539,0.753,290.14304,41.27755,15.825
FALSE POSITIVE,1,0,0,0,213.201978,309.9395,0.214,15.396,696.9,1.91,221,0.56,12.9,1,4594,4.557,0.752,290.2196,41.246811,15.599
FALSE POSITIVE,1,0,0,0,77.773042,168.8387,0.558,2.285,432.6,15.03,955,196.5,7.7,1,4763,2.685,7.068,290.71783,41.247318,12.393
FALSE POSITIVE,1,0,0,0,381.782641,241.1226,1.204,4.52,367.6,55.75,384,5.12,8.6,1,6056,3.816,2.29,292.19037,41.31144,12.428
FALSE POSITIVE,1,0,0,0,354.7897,434.394,0.449,12.62,81,0.47,134,0.08,9.2,1,3778,4.742,0.515,293.96423,41.318802,10.067
FALSE POSITIVE,1,0,0,0,235.544698,191.2774,0.005,8.93,299.3,2.13,316,2.36,9.2,1,5533,4.244,1.255,284.93216,41.45401,14.489
FALSE POSITIVE,1,0,0,0,293.38641,308.6624,0.537,15.23,94.9,1.35,347,3.43,13.4,1,6392,4.213,1.34,284.79071,49.125359,11.097
FALSE POSITIVE,1,0,0,0,677.56282,214.2391,0.537,10.53,631,2.24,190,0.31,8.5,1,5511,4.477,0.872,290.47623,49.20261,15.721
CANDIDATE,0,0,0,0,66.716453,150.0569,0.548,3.855,626,2.2,402,6.18,8.1,1,5447,4.506,0.859,286.79462,49.347591,15.968
FALSE POSITIVE,1,0,0,0,371.21205,307.6693,0.357,19.95,719.9,2.55,259,1.07,12.9,1,6106,4.497,0.94,288.81409,49.35561,15.402
FALSE POSITIVE,1,0,0,0,190.783023,213.6601,0.088,4.069,1385,71.66,989,226.51,9.5,1,5013,2.394,19.813,292.73511,49.330639,13.716
FALSE POSITIVE,0,1,0,0,5.270733213,136.180853,0.428,2.7822,293640,37.93,693,54.59,553,1,4348,4.601,0.678,295.75555,40.61866,15.953
FALSE POSITIVE,1,0,0,0,11.02520205,131.715631,0.439,12.8097,429760,164.02,1294,663.18,2585.5,1,6047,3.724,2.3,295.43829,40.843578,12.113
CANDIDATE,0,0,0,0,219.20579,327.891,0.517,14.5,207.8,2.66,456,10.18,15.2,1,6990,4.115,1.785,295.31512,39.141048,12.449
FALSE POSITIVE,1,0,0,0,58.873429,153.9076,0,17.487,226470,76.18,679,50.35,106.8,1,7078,4.192,1.568,295.49011,39.105862,14.048
CANDIDATE,0,0,0,0,23.266633,132.4386,0.092,8.315,49.9,2.66,1156,422.77,11.4,1,5758,3.456,3.775,288.86908,39.30986,13.047
FALSE POSITIVE,1,0,1,0,0.687506554,131.85964,0.085,1.441,130.3,8.73,4748,120304.4,14.4,1,4643,2.595,7.906,297.33377,39.44759,12.467
FALSE POSITIVE,1,0,0,0,472.071079,310.7718,0.388,5.759,252.6,2.01,268,1.22,6.4,1,6186,4.358,1.253,293.72528,39.511971,14.002
CONFIRMED,0,0,0,0,57.6896212,139.92753,0.924,5.118,1626.6,5.14,512,16.19,30.2,1,6228,4.441,1.049,293.29364,42.19635,15.886
CONFIRMED,0,0,0,0,12.90467523,144.32009,0.553,3.28,412.4,1.49,545,20.91,21.2,1,4513,4.574,0.722,291.34259,38.363129,15.07
CONFIRMED,0,0,0,0,24.3344939,147.41892,0.017,6.557,323.1,1.74,647,41.3,18.1,1,6091,4.487,0.967,296.89484,44.37178,15.373
CONFIRMED,0,0,0,0,0.984941669,133.31801,0.045,1.9724,81.4,1.49,2335,7044.68,22.9,1,5825,4.046,1.662,285.40494,49.99474,13.835
CONFIRMED,0,0,0,0,48.4313003,141.45612,0.846,4.03,886.4,2.78,396,5.81,17.3,1,4891,4.516,0.805,285.23245,48.806721,15.605
FALSE POSITIVE,0,0,1,1,0.9337491,132.449,0.084,3.842,98.1,0.79,1662,1809.26,12.6,1,5628,4.575,0.808,292.08099,47.613461,15.958
FALSE POSITIVE,0,0,1,1,0.93374417,132.44559,0.277,3.385,31.3,0.64,2126,4835.58,9.9,1,6363,4.399,1.131,292.12277,47.646069,14.616
FALSE POSITIVE,0,0,1,1,0.9337465,131.5267,0.167,3.629,49.9,0.63,1863,2852.33,11.6,1,6102,4.528,0.887,292.14102,47.62624,15.024
FALSE POSITIVE,0,0,1,1,0.93371631,131.5435,0.401,4.344,61.3,0.7,1743,2180.39,10.3,1,5734,4.538,0.883,292.20523,47.6483,15.824
FALSE POSITIVE,1,0,0,0,260.02265,329.8262,0.842,12.009,2060.7,3.13,217,0.53,25.7,6,5250,4.684,0.608,290.51993,41.46513,14.288
FALSE POSITIVE,1,0,1,0,443.66,523.348,1.194,7.99,360.7,33.2,331,2.85,6.3,1,6743,4.144,1.433,298.46213,41.5256,11.765
FALSE POSITIVE,0,0,1,0,72.6549842,170.59195,1.141,5.503,389.3,34.52,699,56.33,22.1,1,6793,3.926,1.96,294.42145,41.8969,13.492
FALSE POSITIVE,1,0,0,0,379.42818,358.9906,0.006,11.24,403.9,1.89,252,0.95,11.1,1,5947,4.487,0.945,289.98419,41.918591,13.782
FALSE POSITIVE,1,0,0,0,371.90464,308.9957,0.922,25.36,519.1,2.88,271,1.28,14.4,1,6164,4.446,1.045,288.72406,49.466091,15.155
FALSE POSITIVE,1,0,0,0,362.85801,152.6104,0.626,17.03,151.6,1.9,353,3.66,10.1,1,6740,4.165,1.471,291.34402,49.577091,13.503
FALSE POSITIVE,1,0,0,0,384.558321,160.73276,0.947,4.76,1330,14.33,382,5.03,10.1,1,5078,3.479,3,284.10953,49.733379,13.822
FALSE POSITIVE,1,0,0,0,397.72733,264.7499,0.013,11.683,232.8,1.48,253,0.97,9,1,6032,4.485,0.973,290.60349,49.99242,14.209
FALSE POSITIVE,0,1,0,0,17.52782681,144.5700534,0.567,5.78491,347520,49.36,554,22.31,2450.1,1,5079,4.579,0.732,294.27908,41.436901,12.534
FALSE POSITIVE,0,1,1,0,0.604755462,131.84831,0.039,1.3741,334.5,1.29,1598,1534.24,40.3,1,4842,4.616,0.726,292.5015,41.549061,15.553
CANDIDATE,0,0,0,0,5.21395046,135.7252,0.195,3.188,78.5,1.24,1201,492.29,8.6,1,5529,4.123,1.412,281.5202,42.169472,14.43
FALSE POSITIVE,0,1,0,0,7.002865192,136.013297,0.358,5.90232,349700,75.09,1197,486.09,8168.6,1,6818,4.357,1.216,288.36362,42.24807,13.934
CANDIDATE,0,0,0,0,455.62395,581.8806,0.335,13.07,1112.1,3,228,0.64,14,1,5883,4.53,0.892,295.93283,42.39669,15.975
FALSE POSITIVE,1,0,0,0,508.807642,368.34861,0.016,4.495,2127,39.59,595,29.54,14.8,1,4893,2.454,8.811,290.70056,39.799679,15.635
CANDIDATE,0,0,0,0,5.4398033,135.1594,0.136,3.256,85.5,1,1112,361.47,8.4,1,6108,4.43,1.08,290.46088,39.837212,14.829
FALSE POSITIVE,0,0,1,1,1.52593737,132.6849,0.681,1.958,159.1,1.39,1697,1963.41,9.6,1,6184,4.448,1.038,295.31754,40.190639,14.943
FALSE POSITIVE,1,0,1,1,373.74691,259.9281,0.834,28.37,622.3,2.65,260,1.08,16.2,1,6131,4.497,0.945,290.02124,43.402161,15.193
FALSE POSITIVE,1,0,0,0,1.456383399,132.71661,1.169,11.838,212.2,52.87,2721,12950.97,94,1,6184,3.665,2.646,299.0531,46.620392,13.401
CANDIDATE,0,0,0,0,188.881049,280.06822,0.504,1.49,325.8,1.86,330,2.79,12.9,1,6077,4.471,0.999,289.67508,46.131882,12.85
FALSE POSITIVE,0,1,0,0,1.07383154,132.0326,1.198,4.846,31355,137.54,3791,48979.38,137.3,1,8059,3.789,2.859,292.64063,46.388039,14.902
FALSE POSITIVE,0,0,1,0,2.9322509,133.7648,0.457,2.931,181.2,1.33,1312,700.81,13.1,1,6106,4.487,0.966,295.85266,47.503578,15.662
FALSE POSITIVE,0,0,1,1,4.98845099,133.74684,0.041,7.453,193.9,1.33,1055,292.71,23.3,1,5695,4.411,0.961,296.44901,46.623589,15.331
CONFIRMED,0,0,0,0,0.664074145,133.40285,0.525,1.0925,212.6,1.19,1703,1998.48,20.9,1,5178,4.585,0.797,291.27899,47.687649,15.645
FALSE POSITIVE,0,1,0,0,0.328686504,132.77146,0.233,0.8592,171.9,1.11,2324,6891.11,26.8,1,5430,4.535,0.847,288.41684,47.731091,15.316
FALSE POSITIVE,1,0,1,1,0.93376131,132.4342,0.312,3.747,55.6,0.61,1682,1891.81,10.5,1,5665,4.568,0.82,292.22083,47.635689,15.529
FALSE POSITIVE,0,0,0,1,0.93376021,132.4413,0.297,3.182,56.5,0.4,1019,253.97,9.5,1,3885,4.71,0.54,292.17847,47.750751,15.446
FALSE POSITIVE,1,0,1,1,0.93373591,132.46,0.21,4.517,35.1,0.57,1904,3116.05,10.8,1,6028,4.47,0.95,292.19623,47.76659,14.92
FALSE POSITIVE,0,0,1,1,0.93374911,132.4534,0.505,3.504,57.8,0.66,1793,2442.7,8.4,1,5978,4.554,0.846,292.2276,47.746262,15.767
FALSE POSITIVE,1,0,0,0,312.61007,325.3776,0.601,14.85,438.7,2.01,258,1.05,11.9,1,5818,4.523,0.925,290.08203,42.071129,14.728
FALSE POSITIVE,1,0,0,0,429.60143,269.5261,0.025,18.11,1001.4,2.74,223,0.58,12.2,2,5587,4.502,0.877,289.96942,42.138859,15.596
FALSE POSITIVE,1,0,0,0,197.37704,306.7686,1.277,18.71,226.2,84.37,815,104.45,15.1,7,10974,4.041,2.677,286.91888,42.306129,10.734
FALSE POSITIVE,1,0,0,0,203.8406,250.6264,0.04,9.33,227.4,2.41,385,5.21,8.6,8,5548,3.97,1.616,287.24051,42.573139,13.499
FALSE POSITIVE,0,0,1,0,14.395425,140.977,0.398,5.12,115.4,0.85,672,48.08,9.4,1,5715,4.586,0.782,291.48068,50.47366,13.686
FALSE POSITIVE,1,0,0,0,231.157554,346.94896,0.749,8.489,845.6,37.37,789,91.65,17.4,1,5386,2.78,11.839,295.39795,50.539268,13.451
FALSE POSITIVE,1,0,0,0,495.06538,245.567,0.341,21.09,417,2,236,0.74,13.2,1,6075,4.486,0.969,296.65671,50.68721,14.116
FALSE POSITIVE,1,0,0,0,595.78152,363.7685,0.164,15.97,84.9,1.18,245,0.85,10.6,1,5618,4.155,1.288,288.19321,50.921619,11.446
FALSE POSITIVE,1,0,0,0,365.709623,183.4903,0.338,13.553,1033.4,26.93,604,31.42,15.1,1,4787,2.629,8.522,288.81714,51.592911,13.888
FALSE POSITIVE,0,1,0,0,7.841066931,136.5883392,0.579,5.47901,342090,56.33,876,139.18,3314.7,1,5973,4.562,0.829,292.11746,42.45628,15.144
FALSE POSITIVE,0,1,0,0,2.213964145,132.565776,0.634,6.7598,123360,57.06,1891,3030.64,951.4,1,6256,4.037,1.514,284.31378,42.600914,11.267
FALSE POSITIVE,0,1,0,0,2.525386934,133.913493,0.934,3.71613,124880,67.24,1701,1982.55,1003,1,6826,4.337,1.233,292.62149,42.92197,14.34
FALSE POSITIVE,0,1,0,0,1.587485742,132.138538,0.259,7.7489,246570,41.52,1460,1070.86,996.8,1,5863,4.566,0.821,286.6958,43.86742,14.364
FALSE POSITIVE,1,0,0,0,488.67353,519.7805,0.432,12.35,691,2.03,188,0.3,8.2,1,5218,4.596,0.772,298.12234,40.462349,15.747
FALSE POSITIVE,1,0,1,1,322.48381,189.1585,0.938,22.99,1023.4,3.5,259,1.06,27,1,5968,4.534,0.881,298.93066,40.419102,14.76
FALSE POSITIVE,0,0,1,0,0.474811162,132.20477,0.44,1.169,205.2,1.28,2206,5603.32,17.4,1,5799,4.539,0.878,298.48325,40.585949,15.733
FALSE POSITIVE,0,1,1,0,0.664727127,131.63516,0.382,1.561,16.2,0.46,2343,7149.67,7.6,1,6143,4.344,1.116,292.93295,40.986401,12.879
FALSE POSITIVE,0,0,1,1,1.33250451,132.1018,0.295,4.143,27.4,0.62,1993,3726.12,11.6,1,6600,4.364,1.157,295.30353,46.80574,13.793
FALSE POSITIVE,1,0,0,0,333.486169,153.61501,0.214,3.199,639.1,19.3,557,22.68,14,1,4989,2.992,7.824,296.76288,47.145142,10.998
FALSE POSITIVE,1,0,0,0,321.02094,179.7137,0.295,7.51,592.9,1.96,232,0.69,8.5,1,5334,4.492,0.81,283.17575,47.401718,15.238
FALSE POSITIVE,1,0,0,0,424.623345,218.25955,0.819,9.666,5132.1,8.13,265,1.17,60.2,1,6339,4.454,1.017,295.06592,46.686432,15.513
FALSE POSITIVE,1,0,0,0,145.750554,199.6247,0.017,13.999,385.6,15.34,748,74.07,17,1,5096,3.007,8.038,287.09363,47.3713,13.192
FALSE POSITIVE,0,1,1,1,1.28805834,131.9914,0.214,3.419,92.6,1.08,1736,2142.23,28.1,1,5631,4.33,1.132,291.25308,40.216671,14.487
FALSE POSITIVE,0,1,1,0,0.777663575,131.52537,0.204,1.1741,134.3,0.95,1816,2553.18,28.1,1,5769,4.57,0.812,288.03152,46.827549,14.397
CANDIDATE,0,0,0,0,3.84822189,131.9185,0.368,2.013,203.9,1.72,1283,641.53,17.6,1,5927,4.323,1.193,286.25443,41.02187,14.919
CONFIRMED,0,0,0,0,2.79590004,132.72971,0.638,2.056,383.7,1.66,1090,333.31,16.3,4,5244,4.538,0.81,296.65475,46.83527,13.749
CANDIDATE,0,0,0,0,3.375716723,134.21319,0.982,1.5436,175.7,2.34,1472,1111.66,20.2,1,6310,4.273,1.282,290.48007,38.136688,13.91
FALSE POSITIVE,1,0,0,0,0.573762943,131.80193,0.13,2.196,48.3,0.39,1538,1331.17,8.5,1,4891,4.683,0.571,297.1684,47.821129,14.028
FALSE POSITIVE,0,1,0,0,1.072934147,132.293066,1.009,4.50475,96883,81.42,2523,9590.04,949,1,7031,4.222,1.523,297.74243,47.891682,13.96
FALSE POSITIVE,0,0,1,1,2.61854596,133.9991,0.033,4.866,19.7,1.18,2008,3846.53,8.1,1,5657,3.721,2.682,299.06802,47.920029,13.133
FALSE POSITIVE,1,0,0,1,1.105123883,132.51976,0.685,3.001,66.7,0.83,1755,2235.64,20.7,1,5883,4.476,0.959,293.76025,48.145248,14.512
FALSE POSITIVE,1,0,0,0,212.760495,254.4527,0.036,3.703,195.8,2.8,485,13.13,9.2,1,7021,4.031,1.976,288.08237,42.636909,12.946
FALSE POSITIVE,1,0,0,0,73.836858,174.0088,0.8,19.722,231.2,25.09,1143,403.37,13.1,3,4769,2.583,14.706,291.55719,42.694649,10.996
FALSE POSITIVE,1,0,0,0,402.41511,512.3896,0.281,5.156,780.6,2.52,253,0.96,9.5,1,6251,4.53,0.889,292.04956,42.870251,12.987
FALSE POSITIVE,1,0,0,0,369.28177,233.4368,1.297,26.96,1017.7,34.25,250,0.93,13,1,5900,4.509,0.951,283.32138,42.939289,15.478
FALSE POSITIVE,1,0,0,0,462.463589,583.10723,0.386,5.007,1024.3,8.92,355,3.78,13.2,1,5059,3.466,2.799,290.48471,51.72855,13.993
CANDIDATE,0,0,0,0,490.63941,561.5837,0.015,16.5,268.8,7.67,412,6.84,9.6,1,5037,3.252,4.817,290.86276,51.701908,13.227
CANDIDATE,0,0,0,0,331.55459,237.2754,0.001,5.35,288.7,1.36,240,0.78,6.7,1,5762,4.576,0.801,286.04395,38.708801,14.066
FALSE POSITIVE,0,1,0,0,0.939375593,132.016859,0.987,2.8424,100890,52.18,1936,3333.58,317.3,1,5826,4.345,0.978,295.56934,38.726059,14.904
FALSE POSITIVE,0,1,0,0,53.64708486,152.97204,0.432,19.9499,219100,142.04,753,75.91,3272.4,1,5261,3.506,2.943,300.83307,43.962311,12.479
CANDIDATE,0,0,0,0,7.7021729,138.4181,0.509,3.987,74.6,0.85,888,147.24,9.5,1,5618,4.449,0.969,292.46378,44.090111,14.32
FALSE POSITIVE,1,0,0,0,0.449249224,1472.522306,0.494,4.7565,419440,95.83,2941,17801.78,1194.9,2,6338,4.239,1.299,294.47131,44.12344,15.282
FALSE POSITIVE,0,1,0,0,1.613014741,131.7482916,0.882,4.39594,152120,157.33,3145,23173.2,1096.1,1,7832,3.836,2.779,300.33246,44.144138,12.146
CONFIRMED,0,0,0,0,384.847556,314.97,0.059,9.969,189.9,1.09,220,0.56,12.3,1,5579,4.58,0.798,296.00369,44.277561,13.426
FALSE POSITIVE,0,1,0,0,1.549979213,132.675027,0.486,7.5945,370550,136.64,2141,4986.15,672.7,1,5408,3.777,2.058,285.9259,41.09082,13.939
FALSE POSITIVE,0,0,1,0,125.288206,252.0979,0.066,3.695,241.6,1.5,363,4.1,9.4,1,5881,4.48,0.973,296.17761,41.014118,14.179
FALSE POSITIVE,0,1,0,0,533.47707,245.3651,0.418,23.71,210.6,2.6,315,2.33,15.3,1,6077,3.931,1.759,292.82809,41.139351,13.294
FALSE POSITIVE,0,0,1,0,0.603086711,131.664075,1.251,1.0869,1242.8,36,2459,8675.9,170,1,6353,4.397,1.134,295.04559,41.10421,13.989
FALSE POSITIVE,1,0,0,1,0.93378068,132.4123,0.251,3.706,72.7,0.63,1427,985.2,9.2,1,4938,4.601,0.753,292.0274,47.509682,15.89
FALSE POSITIVE,0,0,1,1,0.93374635,131.5163,0.096,3.074,34.3,0.63,1895,3029.67,7.3,1,5593,4.349,1.094,292.12784,47.614342,14.901
CANDIDATE,0,0,0,0,384.37706,309.208,0.901,15.139,1204.9,50.93,676,49.27,22.6,1,4859,2.481,12.023,287.59253,48.886459,12.656
FALSE POSITIVE,1,0,0,0,372.086704,404.89901,1.266,3.686,2494,38.4,283,1.51,18,1,6289,4.411,1.093,291.88229,49.748161,15.279
FALSE POSITIVE,1,0,1,0,0.93372261,131.5423,0.534,3.052,31.2,0.59,1949,3430.76,8.2,1,5984,4.419,1.017,292.31165,47.72583,14.862
FALSE POSITIVE,1,0,1,1,0.9438885,132.2865,0.649,2.592,35.8,1.45,3158,23572.82,8.3,1,6947,3.895,2.297,292.00674,48.306309,12.521
